geo_id,city,state,ibge_municipio_id,population_estimate,ev_fleet_bev_count,ev_fleet_phev_count,chargepoints_count,frota_total,cobertura_por_1000_evs,frota_norm,populacao_norm,cobertura_norm,expansion_score,expansion_score_0_100
G3525706,José Bonifácio,SP,3525706,37992,15,17,124,32,3875.0,0.000852242462980718,0.0031132316629941003,0.9374947643270566,-0.1859127632150214,1.3478807760939517
G3525805,Júlio Mesquita,SP,3525805,4302,0,0,124,0,761.8113971285813,0.0,0.00028309742861009496,0.18424087793944513,-0.03673493661644499,16.936703897932976
G3525854,Jumirim,SP,3525854,3132,0,1,124,1,761.8113971285813,2.6632576968147438e-05,0.0001848113777276584,0.18424087793944513,-0.0367635980060107,16.93370883263035
G3525904,Jundiaí,SP,3525904,463039,1165,971,124,2136,58.05243445692884,0.056887184403962926,0.03881937787617957,0.013962349608846993,0.035490154990287605,24.484100208013814
G3526001,Junqueirópolis,SP,3526001,20939,3,1,124,4,761.8113971285813,0.00010653030787258975,0.0016806914700896645,0.18424087793944513,-0.03613328687670413,16.999575248105938
G3526100,Juquiá,SP,3526100,17184,1,2,124,3,761.8113971285813,7.989773090444231e-05,0.0013652520503772293,0.18424087793944513,-0.03627011567537636,16.98527687689951
G3526209,Juquitiba,SP,3526209,27969,1,6,124,7,761.8113971285813,0.00018642803877703208,0.0022712478271012275,0.18424087793944513,-0.03586510524153772,17.027599762006282
G3526308,Lagoinha,SP,3526308,5183,1,1,124,2,761.8113971285813,5.3265153936294876e-05,0.0003571059848728527,0.18424087793944513,-0.03668402713236537,16.942023850372536
G3526407,Laranjal Paulista,SP,3526407,27044,11,10,124,21,761.8113971285813,0.0005592841163310962,0.0021935430432839164,0.18424087793944513,-0.03574704472404302,17.03993688051016
G3526506,Lavínia,SP,3526506,9940,2,0,124,2,761.8113971285813,5.3265153936294876e-05,0.0007567185866230667,0.18424087793944513,-0.03652418209166528,16.958727378793565
G3526605,Lavrinhas,SP,3526605,7348,2,3,124,5,761.8113971285813,0.00013316288484073718,0.0005389771815912074,0.18424087793944513,-0.03657931956131625,16.95296560922383
G3526704,Leme,SP,3526704,101537,34,42,124,76,1631.578947368421,0.0020240758495792053,0.008451340298314125,0.39468613874623176,-0.07474706129008903,12.964503058613436
G3526803,Lençóis Paulista,SP,3526803,68568,37,35,124,72,1722.2222222222224,0.0019175455417066154,0.005681773792721775,0.41661780038586105,-0.08028383234340086,12.385920124512557
G3526902,Limeira,SP,3526902,301292,492,456,124,948,130.8016877637131,0.02524768296580377,0.025231793370127036,0.03156444982680007,0.013878900569012313,22.225761751851206
G3527009,Lindóia,SP,3527009,7158,3,1,124,4,761.8113971285813,0.00010653030787258975,0.0005230161989692733,0.18424087793944513,-0.03659635698515228,16.951185228099586
G3527108,Lins,SP,3527108,76844,34,26,124,60,2066.666666666667,0.0015979546180888463,0.006377000593664548,0.4999581146164524,-0.09680164083858914,10.659837898601127
G3527207,Lorena,SP,3527207,87468,22,20,124,42,2952.3809523809527,0.0011185682326621924,0.007269471537745749,0.71426177978083,-0.13949714004800284,6.198232575276759
G3527256,Lourdes,SP,3527256,1962,0,0,124,0,761.8113971285813,0.0,8.652532684522188e-05,0.18424087793944513,-0.036813565457150935,16.928487320992634
G3527306,Louveira,SP,3527306,54865,82,69,124,151,821.1920529801324,0.004021519122190263,0.004530650924993546,0.198608369120407,-0.03630080580520788,16.982069811771677
G3527405,Lucélia,SP,3527405,20378,6,1,124,7,761.8113971285813,0.00018642803877703208,0.0016335645687691116,0.18424087793944513,-0.03612017854487057,17.000945045957504
G3527504,Lucianópolis,SP,3527504,2423,1,0,124,1,761.8113971285813,2.6632576968147438e-05,0.00012525171099633575,0.18424087793944513,-0.03678742187270323,16.931219280044584
G3527603,Luís Antônio,SP,3527603,12564,3,5,124,8,761.8113971285813,0.0002130606157451795,0.0009771481571491465,0.18424087793944513,-0.036372092078731294,16.974620520316574
G3527702,Luiziânia,SP,3527702,4740,0,0,124,0,761.8113971285813,0.0,0.00031989169381223785,0.18424087793944513,-0.03672021891036413,16.93824187259104
G3527801,Lupércio,SP,3527801,4004,0,0,124,0,761.8113971285813,0.0,0.00025806388744516667,0.18424087793944513,-0.03674495003291096,16.935657513348264
G3527900,Lutécia,SP,3527900,2697,0,0,124,0,761.8113971285813,0.0,0.00014826912804059866,0.18424087793944513,-0.036788867936672784,16.93106816887774
G3528007,Macatuba,SP,3528007,17140,2,0,124,2,761.8113971285813,5.3265153936294876e-05,0.001361555822822676,0.18424087793944513,-0.03628224719718544,16.98400915399462
G3528106,Macaubal,SP,3528106,7581,2,2,124,4,761.8113971285813,0.00010653030787258975,0.0005585503865960003,0.18424087793944513,-0.03658214331010159,16.95267053239265
G3528205,Macedônia,SP,3528205,4058,2,0,124,2,761.8113971285813,5.3265153936294876e-05,0.00026260016671666374,0.18424087793944513,-0.03672182945962784,16.93807357299737
G3528304,Magda,SP,3528304,3211,0,0,124,0,761.8113971285813,0.0,0.00019144778629151527,0.18424087793944513,-0.03677159647337242,16.93287300671848
G3528403,Mairinque,SP,3528403,51888,33,21,124,54,2296.296296296296,0.0014381591562799617,0.004280567528859347,0.5555183241035132,-0.10881617414664693,9.404340088361923
G3528502,Mairiporã,SP,3528502,97835,118,68,124,186,666.6666666666666,0.004953659316075424,0.008140353152701493,0.1612200632275974,-0.027006407658008713,17.95331823416972
G3528601,Manduri,SP,3528601,10122,1,2,124,3,761.8113971285813,7.989773090444231e-05,0.0007720075278714458,0.18424087793944513,-0.03650741348437867,16.960479669056472
G3528700,Marabá Paulista,SP,3528700,4619,0,0,124,0,761.8113971285813,0.0,0.00030972706803721663,0.18424087793944513,-0.03672428476067414,16.937816998313355
G3528809,Maracaí,SP,3528809,12804,0,5,124,5,761.8113971285813,0.00013316288484073718,0.0009973093983558002,0.18424087793944513,-0.036395986674610414,16.972123576653964
G3528858,Marapoama,SP,3528858,3415,1,1,124,2,761.8113971285813,5.3265153936294876e-05,0.00020858484131717087,0.18424087793944513,-0.03674343558978764,16.93581577001761
G3528908,Mariápolis,SP,3528908,3526,2,0,124,2,761.8113971285813,5.3265153936294876e-05,0.00021790941537524816,0.18424087793944513,-0.03673970576016441,16.936205530718624
G3529005,Marília,SP,3529005,247348,267,351,124,618,200.6472491909385,0.016458932566315115,0.020700218388244852,0.048463985095385,0.0051708633627469865,21.3157870267726
G3529104,Marinópolis,SP,3529104,1862,0,0,124,0,761.8113971285813,0.0,7.812480967578287e-05,0.18424087793944513,-0.036816925664018715,16.928136185225952
G3529203,Martinópolis,SP,3529203,25240,8,6,124,14,761.8113971285813,0.00037285607755406416,0.0020419977135472367,0.18424087793944513,-0.035882234071448506,17.02580982910639
G3529302,Matão,SP,3529302,81075,43,49,124,92,1347.8260869565217,0.002450197081069564,0.0067324264751035135,0.3260305023091314,-0.061533051039357044,14.34534412075822
G3529401,Mauá,SP,3529401,429014,169,114,124,283,438.1625441696113,0.0075370192819857245,0.03596110190927794,0.10593217666404549,-0.0037871868563036336,20.379686377196144
G3529500,Mendonça,SP,3529500,6420,1,1,124,2,761.8113971285813,5.3265153936294876e-05,0.00046102038225881334,0.18424087793944513,-0.036642461373410984,16.946367399806384
G3529609,Meridiano,SP,3529609,4721,0,0,124,0,761.8113971285813,0.0,0.0003182955955500444,0.18424087793944513,-0.03672085734966901,16.93817515679537
G3529658,Mesópolis,SP,3529658,1990,0,0,124,0,761.8113971285813,0.0,8.887747165266481e-05,0.18424087793944513,-0.03681262459922796,16.928585639007302
G3529708,Miguelópolis,SP,3529708,19621,2,2,124,4,761.8113971285813,0.00010653030787258975,0.0015699726537964582,0.18424087793944513,-0.036177574403221405,16.99494727870108
G3529807,Mineiros do Tietê,SP,3529807,11322,1,2,124,3,761.8113971285813,7.989773090444231e-05,0.000872813733904714,0.18424087793944513,-0.036467091001965365,16.96469329825665
G3529906,Miracatu,SP,3529906,18610,1,1,124,2,761.8113971285813,5.3265153936294876e-05,0.0014850434252134297,0.18424087793944513,-0.03623285215622914,16.989170849764832
G3530003,Mira Estrela,SP,3530003,3209,0,0,124,0,761.8113971285813,0.0,0.00019127977594812648,0.18424087793944513,-0.036771663677509774,16.932865984003147
G3530102,Mirandópolis,SP,3530102,28754,6,6,124,12,761.8113971285813,0.00031959092361776926,0.0023371918868813238,0.18424087793944513,-0.03578546246368939,17.035922293612472
G3530201,Mirante do Paranapanema,SP,3530201,16031,2,3,124,5,761.8113971285813,0.00013316288484073718,0.0012683940874135974,0.18424087793944513,-0.036287552798987294,16.98345472784477
G3530300,Mirassol,SP,3530300,65811,136,124,124,260,476.92307692307696,0.006924470011718334,0.005450171534360342,0.11531051047526181,-0.01811224547662089,18.88274269505624
G3530409,Mirassolândia,SP,3530409,4783,2,0,124,2,761.8113971285813,5.3265153936294876e-05,0.0003235039161950966,0.18424087793944513,-0.03669746795983647,16.94061930730581
G3530508,Mococa,SP,3530508,69372,22,30,124,52,2384.6153846153848,0.0013848940023436667,0.0057493139507640645,0.5768876354446905,-0.11252384390769501,9.016895054357645
G3530607,Mogi das Cruzes,SP,3530607,470302,647,457,124,1104,112.31884057971014,0.02940236497283477,0.03942950743819592,0.027092418655923534,0.02211426523322757,23.086343019332414
G3530706,Mogi Guaçu,SP,3530706,160318,0,0,124,0,761.8113971285813,0.0,0.013389248295682075,0.18424087793944513,-0.031492476269616196,17.48453187567849
G3530805,Mogi Mirim,SP,3530805,95742,0,0,124,0,761.8113971285813,0.0,0.007964530328345133,0.18424087793944513,-0.03366236345655097,17.257782442986365
G3530904,Mombuca,SP,3530904,3830,0,1,124,1,761.8113971285813,2.6632576968147438e-05,0.00024344698757034275,0.18424087793944513,-0.03674014376207363,16.93615976028179
G3531001,Monções,SP,3531001,1947,0,0,124,0,761.8113971285813,0.0,8.526524926980604e-05,0.18424087793944513,-0.036814069488181105,16.92843465062763
G3531100,Mongaguá,SP,3531100,64845,18,12,124,30,4133.333333333334,0.0007989773090444232,0.0053690225385035605,1.0000000000000002,-0.19753280006098087,0.1336071592222403
G3531209,Monte Alegre do Sul,SP,3531209,8923,7,8,124,15,761.8113971285813,0.0003994886545222116,0.000671285327009872,0.18424087793944513,-0.03641986599527619,16.969628229224547
G3531308,Monte Alto,SP,3531308,48758,12,30,124,42,2952.3809523809527,0.0011185682326621924,0.004017631341455906,0.71426177978083,-0.14079787612651878,6.0623079199944225
G3531407,Monte Aprazível,SP,3531407,22668,5,4,124,9,761.8113971285813,0.00023969319271332693,0.001825936411949265,0.18424087793944513,-0.03602192374602399,17.0112125013496
G3531506,Monte Azul Paulista,SP,3531506,18337,7,13,124,20,761.8113971285813,0.0005326515393629487,0.0014621100133408612,0.18424087793944513,-0.036050270966807504,17.00825026613767
G3531605,Monte Castelo,SP,3531605,4306,0,1,124,1,761.8113971285813,2.6632576968147438e-05,0.00028343344929687253,0.18424087793944513,-0.036724149177383016,16.93783116653119
G3531704,Monteiro Lobato,SP,3531704,4205,0,1,124,1,761.8113971285813,2.6632576968147438e-05,0.0002749489269557391,0.18424087793944513,-0.03672754298631947,16.937476519406843
G3531803,Monte Mor,SP,3531803,67832,32,16,124,48,2583.3333333333335,0.001278363694471077,0.005619945986354704,0.6249685859623393,-0.12223439332013755,8.002159549370141
G3531902,Morro Agudo,SP,3531902,28521,4,11,124,15,761.8113971285813,0.0003994886545222116,0.002317618681876531,0.18424087793944513,-0.03576133265332953,17.038443816778752
G3532009,Morungaba,SP,3532009,14147,15,4,124,19,761.8113971285813,0.0005060189623948013,0.0011101283439413662,0.18424087793944513,-0.03620171666535456,16.992424454346175
G3532058,Motuca,SP,3532058,4071,0,0,124,0,761.8113971285813,0.0,0.0002636922339486908,0.18424087793944513,-0.03674269869430955,16.93589277431194
G3532108,Murutinga do Sul,SP,3532108,3748,1,1,124,2,761.8113971285813,5.3265153936294876e-05,0.00023655856349140278,0.18424087793944513,-0.036732246100917944,16.936985052120658
G3532157,Nantes,SP,3532157,2697,0,0,124,0,761.8113971285813,0.0,0.00014826912804059866,0.18424087793944513,-0.036788867936672784,16.93106816887774
G3532207,Narandiba,SP,3532207,5956,0,0,124,0,761.8113971285813,0.0,0.00042204198259261633,0.18424087793944513,-0.03667935879485198,16.942511683513885
G3532306,Natividade da Serra,SP,3532306,7155,0,0,124,0,761.8113971285813,0.0,0.0005227641834541901,0.18424087793944513,-0.03663906991450735,16.946721801356393
G3532405,Nazaré Paulista,SP,3532405,18675,15,5,124,20,761.8113971285813,0.0005326515393629487,0.0014905037613735651,0.18424087793944513,-0.03603891346759442,17.00943710502905
G3532504,Neves Paulista,SP,3532504,9953,3,1,124,4,761.8113971285813,0.00010653030787258975,0.0007578106538550938,0.18424087793944513,-0.03650243920319795,16.96099947277833
G3532603,Nhandeara,SP,3532603,9915,2,2,124,4,761.8113971285813,0.00010653030787258975,0.000754618457330707,0.18424087793944513,-0.036503716081807705,16.960866041186993
G3532702,Nipoã,SP,3532702,4876,0,0,124,0,761.8113971285813,0.0,0.00033131639716267494,0.18424087793944513,-0.03671564902902395,16.938719417233727
G3532801,Nova Aliança,SP,3532801,6885,1,2,124,3,761.8113971285813,7.989773090444231e-05,0.0005000827870967048,0.18424087793944513,-0.03661618338068857,16.949113404289
G3532827,Nova Campina,SP,3532827,8630,0,0,124,0,761.8113971285813,0.0,0.0006466718117034157,0.18424087793944513,-0.03658950686320766,16.95190105391494
G3532843,Nova Canaã Paulista,SP,3532843,2055,0,0,124,0,761.8113971285813,0.0,9.433780781280017e-05,0.18424087793944513,-0.03681044046476391,16.928813877255646
G3532868,Nova Castilho,SP,3532868,1072,0,0,124,0,761.8113971285813,0.0,1.1760724037214633e-05,0.18424087793944513,-0.03684347129827414,16.92536221266917
G3532900,Nova Europa,SP,3532900,9459,0,1,124,1,761.8113971285813,2.6632576968147438e-05,0.0007163120990380651,0.18424087793944513,-0.036550997717486544,16.95592519258828
G3533007,Nova Granada,SP,3533007,19733,8,5,124,13,761.8113971285813,0.0003462235005859167,0.00157938123302623,0.18424087793944513,-0.03607793369444417,17.0053595592677
G3533106,Nova Guataporanga,SP,3533106,2188,0,0,124,0,761.8113971285813,0.0,0.00010551049564815408,0.18424087793944513,-0.036805971389629766,16.929280887825332
G3533205,Nova Independência,SP,3533205,4847,0,0,124,0,761.8113971285813,0.0,0.0003288802471835376,0.18424087793944513,-0.03671662348901561,16.938617587861387
G3533254,Novais,SP,3533254,4463,0,1,124,1,761.8113971285813,2.6632576968147438e-05,0.0002966222612528918,0.18424087793944513,-0.03671887365260061,16.93838244968488
G3533304,Nova Luzitânia,SP,3533304,2817,1,0,124,1,761.8113971285813,2.6632576968147438e-05,0.0001583497486439255,0.18424087793944513,-0.0367741826576442,16.932602754965306
G3533403,Nova Odessa,SP,3533403,64596,75,83,124,158,784.8101265822785,0.004207947160967295,0.005348105250751657,0.18980555279627717,-0.03413868959456786,17.208007190972303
G3533502,Novo Horizonte,SP,3533502,39494,10,6,124,16,761.8113971285813,0.000426121231490359,0.0032394074308790743,0.18424087793944513,-0.03538196412294125,17.07808716762424
G3533601,Nuporanga,SP,3533601,7570,2,1,124,3,761.8113971285813,7.989773090444231e-05,0.000557626329707362,0.18424087793944513,-0.03659316596364431,16.951518684290765
G3533700,Ocauçu,SP,3533700,4418,2,1,124,3,761.8113971285813,7.989773090444231e-05,0.0002928420285266442,0.18424087793944513,-0.03669907968411659,16.94045088492497
G3533809,Óleo,SP,3533809,2535,0,0,124,0,761.8113971285813,0.0,0.00013466029022610746,0.18424087793944513,-0.03679431147179858,16.930499328935717
G3533908,Olímpia,SP,3533908,56874,33,41,124,74,1675.6756756756756,0.0019708106956429104,0.004699417314927576,0.40535559576010544,-0.07840302794779289,12.58246090887997
G3534005,Onda Verde,SP,3534005,4942,0,1,124,1,761.8113971285813,2.6632576968147438e-05,0.00033686073849450467,0.18424087793944513,-0.03670277826170396,16.940064390007283
G3534104,Oriente,SP,3534104,6180,6,6,124,12,761.8113971285813,0.00031959092361776926,0.00044085914105215974,0.18424087793944513,-0.03654399556202106,16.956656905641832
G3534203,Orindiúva,SP,3534203,6157,0,3,124,3,761.8113971285813,7.989773090444231e-05,0.0004389270221031888,0.18424087793944513,-0.03664064568668597,16.94655713590756
G3534302,Orlândia,SP,3534302,39144,13,15,124,28,761.8113971285813,0.0007457121551081283,0.0032100056207860377,0.18424087793944513,-0.03526588847753136,17.09021687045144
G3534401,Osasco,SP,3534401,759524,474,528,124,1002,123.75249500998004,0.026685842122083733,0.06372565120599084,0.029858857100182944,0.030192825911193245,23.930538543287398
G3534500,Oscar Bressane,SP,3534500,2502,2,0,124,2,761.8113971285813,5.3265153936294876e-05,0.00013188811956019262,0.18424087793944513,-0.03677411427849043,16.93260990046781
G3534609,Osvaldo Cruz,SP,3534609,32112,2,2,124,4,761.8113971285813,0.00010653030787258975,0.002619281253431086,0.18424087793944513,-0.03575785096336755,17.038807647317242
G3534708,Ourinhos,SP,3534708,106911,32,35,124,67,1850.7462686567164,0.0017843826568658783,0.008902784090999778,0.4477149325614548,-0.08526811981314471,11.865070762875746
G3534757,Ouroeste,SP,3534757,10660,1,4,124,5,761.8113971285813,0.00013316288484073718,0.0008172023102430277,0.18424087793944513,-0.03646802950985552,16.964595225816318
G3534807,Ouro Verde,SP,3534807,7900,0,1,124,1,761.8113971285813,2.6632576968147438e-05,0.0005853480363665108,0.18424087793944513,-0.03660338334255516,16.950450985985718
G3534906,Pacaembu,SP,3534906,15273,0,0,124,0,761.8113971285813,0.0,0.0012047181672692497,0.18424087793944513,-0.03636628832098133,16.975227002895583
G3535002,Palestina,SP,3535002,11704,1,2,124,3,761.8113971285813,7.989773090444231e-05,0.0009049037094919711,0.18424087793944513,-0.03645425501173046,16.96603463688537
G3535101,Palmares Paulista,SP,3535101,9666,1,0,124,1,761.8113971285813,2.6632576968147438e-05,0.0007337011695788038,0.18424087793944513,-0.03654404208927024,16.956652043625308
G3535200,Palmeira d'Oeste,SP,3535200,8971,1,1,124,2,761.8113971285813,5.3265153936294876e-05,0.0006753175752512027,0.18424087793944513,-0.036556742496214024,16.955324873214423
G3535309,Palmital,SP,3535309,19714,1,5,124,6,761.8113971285813,0.00015979546180888463,0.0015777851347640365,0.18424087793944513,-0.036153143349259856,16.99750028129919
G3535408,Panorama,SP,3535408,15227,2,3,124,5,761.8113971285813,0.00013316288484073718,0.0012008539293713078,0.18424087793944513,-0.03631456886220421,16.980631596280652
G3535507,Paraguaçu Paulista,SP,3535507,42049,8,10,124,18,761.8113971285813,0.00047938638542665386,0.0034540406445582412,0.18424087793944513,-0.03527480477589507,17.089285132798043
G3535606,Paraibuna,SP,3535606,17959,6,2,124,8,761.8113971285813,0.0002130606157451795,0.0014303560584403817,0.18424087793944513,-0.0361908089182148,16.99356429492903
G3535705,Paraíso,SP,3535705,6218,2,2,124,4,761.8113971285813,0.00010653030787258975,0.0004440513375765465,0.18424087793944513,-0.03662794292970937,16.947884551892784
G3535804,Paranapanema,SP,3535804,19853,6,1,124,7,761.8113971285813,0.00018642803877703208,0.0015894618536295567,0.18424087793944513,-0.03613781963092639,16.999101583182426
G3535903,Paranapuã,SP,3535903,4118,0,0,124,0,761.8113971285813,0.0,0.00026764047701832716,0.18424087793944513,-0.0367411193970817,16.936057808122282
G3536000,Parapuã,SP,3536000,10720,1,1,124,2,761.8113971285813,5.3265153936294876e-05,0.0008222426205446911,0.18424087793944513,-0.03649797247809663,16.961466237773678
G3536109,Pardinho,SP,3536109,7435,12,10,124,22,761.8113971285813,0.0005859166932992437,0.0005462856315286193,0.18424087793944513,-0.03639529465795788,16.97219589118917
G3536208,Pariquera-Açu,SP,3536208,19603,3,1,124,4,761.8113971285813,0.00010653030787258975,0.0015684605607059591,0.18424087793944513,-0.0361781792404576,16.994884074263076
G3536257,Parisi,SP,3536257,3030,0,0,124,0,761.8113971285813,0.0,0.00017624285021483062,0.18424087793944513,-0.036777678447803094,16.93223745098079
G3536307,Patrocínio Paulista,SP,3536307,14888,2,2,124,4,761.8113971285813,0.00010653030787258975,0.0011723761761669093,0.18424087793944513,-0.036336612994273224,16.978328022864055
G3536406,Paulicéia,SP,3536406,8255,3,2,124,5,761.8113971285813,0.00013316288484073718,0.0006151698723180193,0.18424087793944513,-0.036548842485025525,16.95615041062763
G3536505,Paulínia,SP,3536505,116674,208,192,124,400,310.0,0.010653030787258976,0.00972292658225211,0.07492251204043679,-0.006834119460282926,20.061287225588913
G3536570,Paulistânia,SP,3536570,2156,1,0,124,1,761.8113971285813,2.6632576968147438e-05,0.00010282233015393358,0.18424087793944513,-0.0367963936250402,16.930281747547543
G3536604,Paulo de Faria,SP,3536604,7390,0,2,124,2,761.8113971285813,5.3265153936294876e-05,0.0005425053988023718,0.18424087793944513,-0.03660986736679356,16.94977341674319
G3536703,Pederneiras,SP,3536703,46337,23,12,124,35,3542.8571428571427,0.0009321401938851603,0.0038142548207837864,0.857130889890415,-0.16952761997221544,3.0600997141364203
G3536802,Pedra Bela,SP,3536802,6745,2,0,124,2,761.8113971285813,5.3265153936294876e-05,0.0004883220630594902,0.18424087793944513,-0.03663154070109071,16.9475085910481
G3536901,Pedranópolis,SP,3536901,2856,1,2,124,3,761.8113971285813,7.989773090444231e-05,0.0001616259503400067,0.18424087793944513,-0.036751566115391245,16.934966144249408
G3537008,Pedregulho,SP,3537008,15737,2,2,124,4,761.8113971285813,0.00010653030787258975,0.0012436965669354466,0.18424087793944513,-0.03630808483796581,16.98130916552318
G3537107,Pedreira,SP,3537107,44385,12,13,124,25,761.8113971285813,0.000665814424203686,0.0036502767256363366,0.18424087793944513,-0.035121739127953015,17.10528022648056
G3537156,Pedrinhas Paulista,SP,3537156,2833,0,0,124,0,761.8113971285813,0.0,0.00015969383139103575,0.18424087793944513,-0.036784298055332613,16.93154571352043
G3537206,Pedro de Toledo,SP,3537206,11617,0,1,124,1,761.8113971285813,2.6632576968147438e-05,0.0008975952595545591,0.18424087793944513,-0.03647848445327995,16.96350270243326
G3537305,Penápolis,SP,3537305,63426,19,15,124,34,3647.0588235294117,0.0009055076169170129,0.00524981919986922,0.8823430857921064,-0.1740064864317068,2.5920659680004867
G3537404,Pereira Barreto,SP,3537404,24360,3,3,124,6,761.8113971285813,0.00015979546180888463,0.0019680731624561734,0.18424087793944513,-0.035997028138183,17.013814049019203
G3537503,Pereiras,SP,3537503,9013,2,3,124,5,761.8113971285813,0.00013316288484073718,0.0006788457924623671,0.18424087793944513,-0.03652337211696778,16.958812019739074
G3537602,Peruíbe,SP,3537602,70629,33,17,124,50,2480.0,0.001331628848407372,0.005854908451583913,0.5999664916931619,-0.11711868341863585,8.536742326284735
G3537701,Piacatu,SP,3537701,5631,2,4,124,6,761.8113971285813,0.00015979546180888463,0.0003947403017919395,0.18424087793944513,-0.0366263612824487,16.948049831277462
G3537800,Piedade,SP,3537800,54266,27,14,124,41,3024.390243902439,0.0010919356556940449,0.004480331827148606,0.7316848419893159,-0.14410806140472615,5.716399322322291
G3537909,Pilar do Sul,SP,3537909,28459,8,10,124,18,761.8113971285813,0.00047938638542665386,0.0023124103612314787,0.18424087793944513,-0.03573145688922577,17.041565782106055
G3538006,Pindamonhangaba,SP,3538006,172681,78,53,124,131,946.5648854961833,0.0034888675828273143,0.01442780423333982,0.22894304696582723,-0.0386219406666986,16.739515260450318
G3538105,Pindorama,SP,3538105,14704,5,7,124,12,761.8113971285813,0.00031959092361776926,0.0011569192245751416,0.18424087793944513,-0.036257571528611865,16.98658771839375
G3538204,Pinhalzinho,SP,3538204,15676,4,1,124,5,761.8113971285813,0.00013316288484073718,0.0012385722514620888,0.18424087793944513,-0.03629948153336789,16.98220819587305
G3538303,Piquerobi,SP,3538303,3287,0,0,124,0,761.8113971285813,0.0,0.00019783217934028893,0.18424087793944513,-0.03676904271615291,16.93313986990116
G3538501,Piquete,SP,3538501,12516,0,0,124,0,761.8113971285813,0.0,0.0009731159089078159,0.18424087793944513,-0.0364589292243259,16.96554618980818
G3538600,Piracaia,SP,3538600,26795,17,13,124,30,4133.333333333334,0.0007989773090444232,0.0021726257555320133,1.0000000000000002,-0.1988113587741695,0.0
G3538709,Piracicaba,SP,3538709,440835,872,817,124,1689,73.4162226169331,0.04498242249920102,0.03695412704387733,0.017679706511183422,0.02923867851499466,23.830831801805452
G3538808,Piraju,SP,3538808,30294,5,1,124,6,761.8113971285813,0.00015979546180888463,0.0024665598512906848,0.18424087793944513,-0.0357976334626492,17.034650445414073
G3538907,Pirajuí,SP,3538907,22734,2,7,124,9,761.8113971285813,0.00023969319271332693,0.0018314807532810947,0.18424087793944513,-0.03601970600949126,17.011444250955613
G3539004,Pirangi,SP,3539004,11085,1,2,124,3,761.8113971285813,7.989773090444231e-05,0.0008529045082131435,0.18424087793944513,-0.03647505469224199,16.963861106489613
G3539103,Pirapora do Bom Jesus,SP,3539103,18925,10,4,124,14,761.8113971285813,0.00037285607755406416,0.0015115050542971627,0.18424087793944513,-0.036094431135148534,17.003635605440465
G3539202,Pirapozinho,SP,3539202,26097,13,7,124,20,761.8113971285813,0.0005326515393629487,0.002113990145689329,0.18424087793944513,-0.03578951891386811,17.03549840163214
G3539301,Pirassununga,SP,3539301,75594,29,20,124,49,2530.6122448979595,0.0013049962714392245,0.00627199412904656,0.6122124154168407,-0.11941168692317382,8.29712745278087
G3539400,Piratininga,SP,3539400,15657,46,30,124,76,1631.578947368421,0.0020240758495792053,0.0012369761531998956,0.39468613874623176,-0.07763280694813472,12.662947662187527
G3539509,Pitangueiras,SP,3539509,34361,11,6,124,17,761.8113971285813,0.00045275380845850643,0.0028082088845717695,0.18424087793944513,-0.035543790510676916,17.061176591888035
G3539608,Planalto,SP,3539608,4451,1,0,124,1,761.8113971285813,2.6632576968147438e-05,0.0002956141991925591,0.18424087793944513,-0.036719276877424746,16.938340313392878
G3539707,Platina,SP,3539707,3055,0,0,124,0,761.8113971285813,0.0,0.00017834297950719037,0.18424087793944513,-0.03677683839608615,16.93232523492246
G3539806,Poá,SP,3539806,106355,67,44,124,111,1117.117117117117,0.0029562160434643656,0.008856077215537697,0.2702091402510385,-0.04931691074660687,15.621909509847153
G3539905,Poloni,SP,3539905,5702,2,0,124,2,761.8113971285813,5.3265153936294876e-05,0.00040070466898224123,0.18424087793944513,-0.03666658765872161,16.94384624500161
G3540002,Pompéia,SP,3540002,20520,13,14,124,27,761.8113971285813,0.0007190795781399808,0.001645493303149715,0.18424087793944513,-0.03590234643537315,17.023708122097162
G3540101,Pongaí,SP,3540101,3440,0,1,124,1,761.8113971285813,2.6632576968147438e-05,0.00021068497060953062,0.18424087793944513,-0.036753248568857956,16.93479033079173
G3540200,Pontal,SP,3540200,38286,2,6,124,8,761.8113971285813,0.0002130606157451795,0.003137929183472251,0.18424087793944513,-0.03550777966820205,17.06493966222234
G3540259,Pontalinda,SP,3540259,4198,0,0,124,0,761.8113971285813,0.0,0.00027436089075387834,0.18424087793944513,-0.03673843123158747,16.936338716735627
G3540309,Pontes Gestal,SP,3540309,2411,0,0,124,0,761.8113971285813,0.0,0.0001242436489360031,0.18424087793944513,-0.036798478128314625,16.93006392058503
G3540408,Populina,SP,3540408,4182,0,0,124,0,761.8113971285813,0.0,0.0002730168080067681,0.18424087793944513,-0.03673896886468632,16.936282535012957
G3540507,Porangaba,SP,3540507,10850,5,1,124,6,761.8113971285813,0.00015979546180888463,0.0008331632928649618,0.18424087793944513,-0.036450992086019485,16.96637560694056
G3540606,Porto Feliz,SP,3540606,58605,34,27,124,61,2032.7868852459017,0.0016245871950569938,0.0048448302671305656,0.49176070665934496,-0.09576437434699397,10.768230440819877
G3540705,Porto Ferreira,SP,3540705,53966,19,25,124,44,2818.1818181818185,0.0011718333865984873,0.00445513027564029,0.681791527483197,-0.1341075200317439,6.761438482234151
