geo_id,city,state,ibge_municipio_id,population_estimate,ev_fleet_bev_count,ev_fleet_phev_count,chargepoints_count,frota_total,cobertura_por_1000_evs,frota_norm,populacao_norm,cobertura_norm,expansion_score,expansion_score_0_100
G3503208,Araraquara,SP,3503208,253474,354,394,124,748,165.77540106951872,0.019921167572174284,0.021214834070044687,0.040026540894686546,0.008449092477950277,21.658356261054866
G3503307,Araras,SP,3503307,135744,75,71,124,146,849.3150684931506,0.003888356237349526,0.01132490520646413,0.2054128944590201,-0.03499727431427856,17.118286582783664
G3503356,Arco-Íris,SP,3503356,2089,0,0,124,0,761.8113971285813,0.0,9.719398365040946e-05,0.18424087793944513,-0.03680929799442886,16.92893326341632
G3503406,Arealva,SP,3503406,8290,2,2,124,4,761.8113971285813,0.00010653030787258975,0.000618110053327323,0.18424087793944513,-0.03655831944340906,16.95516008497842
G3503505,Areias,SP,3503505,3617,0,0,124,0,761.8113971285813,0.0,0.0002255538859994377,0.18424087793944513,-0.03675795403348925,16.93429861793121
G3503604,Areiópolis,SP,3503604,10242,2,0,124,2,761.8113971285813,5.3265153936294876e-05,0.0007820881484747726,0.18424087793944513,-0.0365140342669246,16.95978780880894
G3503703,Ariranha,SP,3503703,7621,1,0,124,1,761.8113971285813,2.6632576968147438e-05,0.0005619105934637759,0.18424087793944513,-0.036612758319716256,16.949471317196675
G3503802,Artur Nogueira,SP,3503802,53467,34,25,124,59,2101.6949152542375,0.0015713220411206989,0.004413211694964789,0.5084334008093939,-0.0992928666674446,10.399509137363127
G3503901,Arujá,SP,3503901,90273,157,123,124,280,442.85714285714283,0.007457121551081283,0.007505106044348514,0.10706806181509343,-0.015428721324846767,19.16316629619744
G3503950,Aspásia,SP,3503950,1875,0,0,124,0,761.8113971285813,0.0,7.921687690780995e-05,0.18424087793944513,-0.036816488837125905,16.92818183287562
G3504008,Assis,SP,3504008,104858,108,84,124,192,645.8333333333334,0.005113454777884308,0.008730321473511195,0.15617931841526328,-0.025698353182494457,18.09000764919513
G3504107,Atibaia,SP,3504107,167161,361,297,124,658,188.4498480243161,0.017524235645041013,0.013964095685586786,0.0455127537359637,0.0034927817850583798,21.14043042388418
G3504206,Auriflama,SP,3504206,13856,3,3,124,6,761.8113971285813,0.00015979546180888463,0.0010856828389782986,0.18424087793944513,-0.03634998426757415,16.976930748087
G3504305,Avaí,SP,3504305,4503,0,0,124,0,761.8113971285813,0.0,0.00029998246812066735,0.18424087793944513,-0.03672818260064076,16.937409680824004
G3504404,Avanhandava,SP,3504404,11436,2,1,124,3,761.8113971285813,7.989773090444231e-05,0.0008823903234778745,0.18424087793944513,-0.0364632603661361,16.965093593030666
G3504503,Avaré,SP,3504503,96450,43,47,124,90,1377.7777777777778,0.0023969319271332696,0.008024005989904763,0.33327748615526975,-0.06248712206423873,14.245645359945906
G3504602,Bady Bassitt,SP,3504602,29346,35,30,124,65,1907.6923076923078,0.0017311175029295835,0.0023869229485244028,0.4614933542023333,-0.09065145465988507,11.302521645188918
G3504701,Balbinos,SP,3504701,3969,0,0,124,0,761.8113971285813,0.0,0.000255123706435863,0.18424087793944513,-0.03674612610531468,16.935534615829926
G3504800,Bálsamo,SP,3504800,9902,6,10,124,16,761.8113971285813,0.000426121231490359,0.0007535263900986799,0.18424087793944513,-0.03637631653925341,16.974179071547905
G3504909,Bananal,SP,3504909,10097,0,0,124,0,761.8113971285813,0.0,0.000769907398579086,0.18424087793944513,-0.03654021262845739,16.95705221561216
G3505005,Barão de Antonina,SP,3505005,3632,0,0,124,0,761.8113971285813,0.0,0.0002268139635748535,0.18424087793944513,-0.036757450002459086,16.93435128829621
G3505104,Barbosa,SP,3505104,5627,0,0,124,0,761.8113971285813,0.0,0.00039440428110516193,0.18424087793944513,-0.03669041387544696,16.941356446841503
G3505203,Bariri,SP,3505203,32406,8,6,124,14,761.8113971285813,0.00037285607755406416,0.0026439787739092366,0.18424087793944513,-0.03564144164730371,17.05097221814677
